編號,縣市別,診所名稱,順天堂,莊松榮,立康(康福顆粒),勝昌,勸奉堂,華佗,天一,漢聖,天明,科達,富田,仙豐,更新時間,公費清冠一號,自費清冠一號,星期日特約門診,診療長新冠症狀,是否提供公費,電話,地址,,,,,,,,,,,
815,台中市,澄心堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23726633,台中市西區三民西路99號,,,,,,,,,,,
816,台中市,成祐中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23233033,台中市西區公益路152-1號2樓,,,,,,,,,,,
817,台中市,雙木中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22290995,台中市西區府後街11號,,,,,,,,,,,
818,台中市,淮聖中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23025333,台中市西區梅川西路一段137號,,,,,,,,,,,
819,台中市,康程中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22608300,台中市南區復興路二段155-3號,,,,,,,,,,,
820,台中市,御中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22651917,台中市南區復興北路30號,,,,,,,,,,,
821,台中市,民和中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22611789,台中市南區文心南路901巷26號,,,,,,,,,,,
822,台中市,醫林中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22313030,台中市北區進化北路378-29號,,,,,,,,,,,
823,台中市,台中崇德仁心堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22331100,台中市北區崇德路一段280號,,,,,,,,,,,
824,台中市,御元中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24628865,台中市西屯區國安一路65號,,,,,,,,,,,
825,台中市,圓通中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24519985,台中市西屯區杏林路26巷8號1樓,,,,,,,,,,,
826,台中市,廣達中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23160988,台中市西屯區一段179號,,,,,,,,,,,
827,台中市,文華中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23172966,台中市西屯區太原路一段234號,,,,,,,,,,,
828,台中市,元熙中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24613333,台中市西屯區永福路139號2樓,,,,,,,,,,,
829,台中市,大進中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24716995,台中市南屯區大進街102號1樓,,,,,,,,,,,
830,台中市,一品堂南屯中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23821678,台中市南屯區永春東一路700號,,,,,,,,,,,
831,台中市,明雅堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23226098,台中市南屯區向上路一段574號1樓,,,,,,,,,,,
832,台中市,郭芳序中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24712213,台中市南屯區文心路一段175號,,,,,,,,,,,
833,台中市,德馨中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24710646,台中市南屯區東興路二段203號,,,,,,,,,,,
834,台中市,益安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22479856,台中市北屯區松竹路二段138號,,,,,,,,,,,
835,台中市,群復中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22415137,台中市北屯區大連路二段242號,,,,,,,,,,,
836,台中市,大德中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24377089,台中市北屯區松竹五路一段267號1樓,,,,,,,,,,,
837,台中市,一貫堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24222663,台中市北屯區豐樂路11－1號1－2樓,,,,,,,,,,,
838,台中市,龍中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22981997,台中市北屯區梅川西路四段291號1樓,,,,,,,,,,,
839,台中市,日禾中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22956628,台中市北屯區中清路二段309號,,,,,,,,,,,
840,台中市,弘生堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22808959,台中市東區忠孝路476號,,,,,,,,,,,
841,台中市,蔡順輝中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23760341,台中市西區五權五街82-4號,,,,,,,,,,,
842,台中市,靖唐中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23721350,台中市西區五權西一街11號,,,,,,,,,,,
843,台中市,公益中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23016858,台中市西區向上北路231號,,,,,,,,,,,
844,台中市,昭理中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23106899,"台中市西區公益路48號1,2樓",,,,,,,,,,,
845,台中市,長春中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22220647,台中市南區復興路三段360號,,,,,,,,,,,
846,台中市,順天堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22600077,台中市南區文心南十路210號,,,,,,,,,,,
847,台中市,明功堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22203495,台中市北區成功路428號,,,,,,,,,,,
848,台中市,長青中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22970779,台中市北區東漢街7號1樓,,,,,,,,,,,
849,台中市,李德茂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22919339,台中市北區梅川西路三段35巷6號,,,,,,,,,,,
850,台中市,大同中醫聯合診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-27088890,台中市西屯區黎明路三段308號,,,,,,,,,,,
851,台中市,主安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-27033118,台中市西屯區河南路二段357號,,,,,,,,,,,
852,台中市,信德中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23158836,台中市西屯區太原路一段197號,,,,,,,,,,,
853,台中市,漢華中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-27065111,台中市西屯區黎明路3段381－383號,,,,,,,,,,,
854,台中市,神農讚中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23156393,台中市西屯區漢口路一段133號,,,,,,,,,,,
855,台中市,喬邦中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24628688,台中市西屯區西屯路三段166之41號,,,,,,,,,,,
856,台中市,醫龍中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-27071009,台中市西屯區上安路132號1樓,,,,,,,,,,,
857,台中市,詮恩中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24657988,台中市西屯區西屯路三段166-76號,,,,,,,,,,,
858,台中市,辰安堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24719266,台中市南屯區精誠南路139號,,,,,,,,,,,
859,台中市,臻品中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24756986,台中市南屯區東興路二段341號,,,,,,,,,,,
860,台中市,東辰中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22559939,台中市南屯區河南路四段240號,,,,,,,,,,,
861,台中市,保生中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22306432,台中市北屯區國校巷20號,,,,,,,,,,,
862,台中市,同濟中醫聯合診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22976797,台中市北屯區中清路二段48號,,,,,,,,,,,
863,台中市,晏琳中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24378728,台中市北屯區東山路一段197-5號,,,,,,,,,,,
864,台中市,惠民中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22476618,台中市北屯區興安路一段270號1樓,,,,,,,,,,,
865,台中市,光華中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22475959,台中市北屯區崇德路二段323號,,,,,,,,,,,
866,台中市,千庭中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22420289,台中市北屯區北屯路441之8號,,,,,,,,,,,
867,台中市,崇德中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22413010,台中市北屯區松竹路三段43號1樓,,,,,,,,,,,
868,台中市,同濟堂大肚中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-26992259,台中市大肚區沙田路2段402號,,,,,,,,,,,
869,台中市,順興堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-26997763,台中市大肚區頂街里沙田路三段35號,,,,,,,,,,,
870,台中市,佑全讚中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22233993,台中市中區台灣大道一段570號,,,,,,,,,,,
871,台中市,德濟中醫聯合診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22787957,台中市太平區太平路467號,,,,,,,,,,,
872,台中市,坤德中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22354622,台中市北屯區北屯路66號,,,,,,,,,,,
873,台中市,善安堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24619431,台中市西屯區福科路288號1樓,,,,,,,,,,,
874,台中市,芳瑞中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23363569,台中市烏日區民族街3號,,,,,,,,,,,
875,台中市,宏福中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-26261255,台中市清水區五權路64號,,,,,,,,,,,
876,台中市,世宏中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24062733,台中市大里區永隆路268號1樓,,,,,,,,,,,
877,台中市,惠康中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22347275,台中市北屯區文昌二街82號,,,,,,,,,,,
878,台中市,匯智中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22421500,台中市北屯區河北路二段223號1、2F,,,,,,,,,,,
879,台中市,健祥中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22065889,台中市北區日興街182號1樓,,,,,,,,,,,
880,台中市,行願中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23604669,台中市東區力行路50號1樓,,,,,,,,,,,
881,台中市,駿發中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24837879,台中市大里區中興路2段671 巷6一2号,,,,,,,,,,,
882,台中市,德泰中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-26816219,台中市大甲區臨江路12號,,,,,,,,,,,
883,台中市,廣芯中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-2436-3206,台中市北屯區松竹五路二段29號,,,,,,,,,,,
884,台中市,國根中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23922285,台中市太平區樹孝路91號,,,,,,,,,,,
885,台中市,鼎宇中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22388895,台中市北區太原路二段98號,,,,,,,,,,,
886,台中市,萬泰中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22773538,台中市太平區東平路487號,,,,,,,,,,,
887,台中市,新世代中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22212758,台中市東區台中路77號1、2樓,,,,,,,,,,,
888,台中市,工學北中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22652930,台中市南區工學北路65-1號,,,,,,,,,,,
889,台中市,奇恒中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23276666,台中市南屯區文心路一段428號,,,,,,,,,,,
890,台中市,愛仁中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23897275,台中市南屯路二段708好號,,,,,,,,,,,
891,台中市,建誠中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23365596,台中市烏日區中山路三段591號,,,,,,,,,,,
892,台中市,高田中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24932029,台中市大里區塗城路802號,,,,,,,,,,,
893,台中市,和敬堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-26632087,台中市沙鹿區光大路256號,,,,,,,,,,,
894,台中市,信安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24716398,台中市西區大進街210號1樓,,,,,,,,,,,
895,台中市,吉安堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-25341769,台中市潭子區中山路一段298-18號,,,,,,,,,,,
896,台中市,聖和中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-25883457,台中市東勢區南平里第二橫街40號,,,,,,,,,,,
897,台中市,登錦堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22759773,台中巿太平區溪洲西路19號,,,,,,,,,,,
898,台中市,均澄中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23288980,台中市西區東興路三段142號1樓,,,,,,,,,,,
899,台中市,得祐中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-27085123,台中市西屯區光明路52-49號,,,,,,,,,,,
900,台中市,漢林中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-26914332,台中市大肚區遊園路二段257號,,,,,,,,,,,
901,台中市,新厚生中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-26227777,台中市清水區中山路129之7號,,,,,,,,,,,
902,台中市,張仲田中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-25773509,台中市東勢區豐勢路478號,,,,,,,,,,,
903,台中市,常益中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23326493,台中市霧峰區中正路1171-2號1、2樓,,,,,,,,,,,
904,台中市,甘泉堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22201221,台中市東區和平街176號2樓,,,,,,,,,,,
905,台中市,沐炅中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-24373669,台中市北屯區太和一街91號,,,,,,,,,,,
906,台中市,一心中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-22131390,台中市東區一心街402號1樓,,,,,,,,,,,
907,台中市,祥羚中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-26630301,台中市沙鹿區中山路531-3號,,,,,,,,,,,
908,台中市,恩典中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-23510458,台中市太平區永豐路北路51號1樓,,,,,,,,,,,
909,彰化縣,健彰中醫診所,0,13,120,15,0,50,20,0,0,0,100,0,2023-02-09 12:47:14,是,是,是,是,是,04-7278071,彰化縣彰化市彰美路ㄧ段141號,,,,,,,,,,,
910,彰化縣,仁愛中醫聯合診所,0,0,0,0,0,6,65,0,0,0,7,0,2023-02-09 12:30:09,是,是,是,是,是,04-8334220,彰化縣彰化縣員林市中山南路36號,,,,,,,,,,,
911,彰化縣,正泰成中醫診所,0,0,0,9,13,9,0,0,0,0,0,0,2023-02-09 09:44:15,是,是,,是,是,04-8818777,彰化縣彰化縣溪湖鎮彰水路4段96號,,,,,,,,,,,
912,彰化縣,寶田中醫診所,0,105,0,0,0,158,0,0,0,0,0,0,2023-02-09 09:11:55,是,是,是,是,是,04-8872153,彰化縣北斗鎮中華路260號,,,,,,,,,,,
913,彰化縣,佳仁堂中醫診所,0,0,0,0,49,13,0,0,0,0,0,0,2023-02-09 09:01:27,是,是,是,是,是,04-7880251,彰化縣花壇鄉中山路2段60號,,,,,,,,,,,
914,彰化縣,順泰中醫診所,0,0,0,0,0,48,6,66,118,0,18,0,2023-02-09 08:45:48,是,是,是,是,是,04-7294699,彰化縣彰化市仁愛路110號,,,,,,,,,,,
915,彰化縣,健盛中醫診所,0,13,120,10,0,50,20,0,0,0,120,0,2023-02-09 08:45:06,是,是,是,是,是,04-7235707,彰化縣彰化市彰美路一段143號,,,,,,,,,,,
916,彰化縣,祥順中醫聯合診所,0,60,0,0,0,0,0,0,0,0,0,0,2023-02-09 07:35:27,是,是,,是,是,04-7277202,彰化縣彰化市中民街70號,,,,,,,,,,,
917,彰化縣,東宜中醫診所,0,0,0,0,0,40,0,0,100,0,0,0,2023-02-09 10:46:45,是,是,,是,是,04-7370161,彰化縣彰化市彰南路一段33號,,,,,,,,,,,
918,彰化縣,厚德中醫診所,0,0,0,0,0,0,0,0,10,0,0,0,2023-02-09 10:44:53,是,是,,是,是,04-7989878,彰化縣伸港鄉新港路78號,,,,,,,,,,,
919,彰化縣,杏林堂中醫診所,0,0,0,10,0,40,0,120,360,0,190,0,2023-02-09 10:29:40,是,是,是,是,是,04-8828666,彰化縣溪湖鎮光平里彰水路三段383號,,,,,,,,,,,
920,彰化縣,彰化基督教醫院,30,70,0,0,0,0,0,0,0,0,0,0,2023-02-09 10:18:54,是,是,,是,是,04-7238595,彰化縣彰化市南校街135號,,,,,,,,,,,
921,彰化縣,榮癸貞中醫診所,0,1,0,0,0,0,0,0,300,0,0,0,2023-02-08 20:05:00,是,是,是,是,是,0911-125047,彰化縣彰化市崙平南路145號,,,,,,,,,,,
922,彰化縣,建安中醫診所,0,0,0,0,0,18,6,0,0,0,20,0,2023-02-08 19:31:46,是,是,,是,是,04-8321130,彰化縣員林市中正路299號,,,,,,,,,,,
923,彰化縣,國寶中醫診所,0,12,0,0,0,20,0,0,0,0,0,0,2023-02-08 15:57:04,是,是,,是,是,04-7789153,彰化縣鹿港鎮中山路305號,,,,,,,,,,,
924,彰化縣,信義中醫診所,0,0,0,0,25,0,1,0,0,1,0,0,2023-02-08 12:23:23,是,是,,是,是,04-7526389,彰化縣彰化市天祥路243巷10號,,,,,,,,,,,
925,彰化縣,宏安中醫診所,0,0,0,0,0,0,25,0,0,0,15,0,2023-02-08 23:52:34,是,是,,是,是,04-7567299,彰化縣彰化縣和美鎮中正路156號,,,,,,,,,,,
926,彰化縣,上安中醫診所,0,0,0,0,0,0,25,0,0,0,15,0,2023-02-08 23:50:44,是,是,,是,是,04-7201366,彰化縣彰化市中山路2段636號,,,,,,,,,,,
927,彰化縣,仲慶中醫診所,0,0,0,3,8,20,0,0,2,0,0,0,2023-02-08 08:12:41,是,是,,是,是,04-8922830,彰化縣埤頭鄉永豐村永安街64號,,,,,,,,,,,
928,彰化縣,華良中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 17:48:02,是,是,,是,是,04-7238269,彰化縣彰化縣彰化市自強南路48號,,,,,,,,,,,
929,彰化縣,昌德中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-06 10:22:19,是,是,,是,是,04-7691539,彰化縣秀水鄉福安村中山路529號,,,,,,,,,,,
930,彰化縣,東方中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-04 22:26:04,是,是,,是,是,04-7578578,彰化縣和美鎮仁安路13號,,,,,,,,,,,
931,彰化縣,民安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03 23:02:48,是,是,是,是,是,04-8816879,彰化縣溪湖鎮西環路217號,,,,,,,,,,,
932,彰化縣,三合貴中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-03 10:40:04,是,是,,是,是,04-8393326,彰化縣員林市新義街326號,,,,,,,,,,,
933,彰化縣,詠春中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 14:02:00,是,,,是,是,04-7280808,彰化縣彰化市東民街67號,,,,,,,,,,,
934,彰化縣,天水堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 22:06:48,是,是,,是,是,04-7575656,彰化縣和美鎮彰美路六段40號,,,,,,,,,,,
935,彰化縣,一品堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-02 13:15:52,是,是,是,是,是,04-7557899,彰化縣和美鎮永樂路63號,,,,,,,,,,,
936,彰化縣,仁安堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-02-01 09:52:24,是,是,,是,是,04-7633628,彰化縣彰化市天祥路247號,,,,,,,,,,,
937,彰化縣,賴鵬飛中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-30 09:01:47,是,是,是,是,是,0963-266179,彰化縣和美鎮山犁里鹿和路6段371號,,,,,,,,,,,
938,彰化縣,岐黃中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2023-01-28 09:08:09,是,是,,是,是,04-8858578,彰化縣溪湖鎮福安路122號,,,,,,,,,,,
939,彰化縣,彰化秀傳紀念醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7256166,彰化縣彰化市中山路一段542號,,,,,,,,,,,
940,彰化縣,員榮醫院員生院區,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04 838 3995,彰化縣員林市莒光路359號,,,,,,,,,,,
941,彰化縣,永生中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7246970,彰化縣彰化市中正路一段327號,,,,,,,,,,,
942,彰化縣,王耀賢中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7260520,彰化縣彰化市彰美路一段110巷103-5號,,,,,,,,,,,
943,彰化縣,陳宜見中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7285743,彰化縣彰化市辭修路182-1號,,,,,,,,,,,
944,彰化縣,一品堂鹿港中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7745599,彰化縣鹿港鎮中正路422號,,,,,,,,,,,
945,彰化縣,勢登中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8872347,彰化縣北斗鎮斗苑路一段94號,,,,,,,,,,,
946,彰化縣,蕭森霖中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8391368,彰化縣員林市中正路96號,,,,,,,,,,,
947,彰化縣,神農中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8369988,彰化縣員林市中正路400巷13號,,,,,,,,,,,
948,彰化縣,蘭平中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8339270,彰化縣員林市南平街139號,,,,,,,,,,,
949,彰化縣,統銓中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8368288,彰化縣員林市正興街368號,,,,,,,,,,,
950,彰化縣,謝天中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,0928-012165,彰化縣彰化縣溪湖鎮中興路113號,,,,,,,,,,,
951,彰化縣,德桂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8958388,彰化縣二林鎮南安路30號,,,,,,,,,,,
952,彰化縣,順武堂中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8961091,彰化縣二林鎮文華一街21號,,,,,,,,,,,
953,彰化縣,品豪中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7585999,彰化縣線西鄉沿海路一段812-1號,,,,,,,,,,,
954,彰化縣,長青中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7865778,彰化縣花壇鄉中正路78號,,,,,,,,,,,
955,彰化縣,漢銘基督教醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7113456,彰化縣彰化縣彰化市中山路一段366號,,,,,,,,,,,
956,彰化縣,衛生福利部彰化醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8298686,彰化縣埔心鄉中正路二段80號,,,,,,,,,,,
957,彰化縣,彰化鹿港基督教醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7779595,彰化縣彰化縣鹿港鎮中正路480號,,,,,,,,,,,
958,彰化縣,延安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7287078,彰化縣彰化市民生路219號,,,,,,,,,,,
959,彰化縣,常春醫院,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-8376689#3201,彰化縣彰化縣員林市員集路二段501號,,,,,,,,,,,
960,彰化縣,泰安中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7682816,彰化縣秀水鄉彰水路二段657號,,,,,,,,,,,
961,彰化縣,陳增智中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7990790,彰化縣彰化縣伸港鄉忠孝路25號,,,,,,,,,,,
962,彰化縣,文禾中醫診所,0,0,0,0,0,0,0,0,0,0,0,0,2022-05-20 00:00:00,,,,,是,04-7773955,彰化縣彰化縣鹿港鎮復興路374號,,,,,,,,,,,
